epic,story,state,tests,code_files,doc_files,feature
Dependency Injection & Service Interface Decoupling,11.3,code implemented,tests/unit/strategies/query_expansion/test_expander_service.py;tests/unit/strategies/reranking/test_reranker_service.py;tests/integration/services/test_service_integration.py;tests/unit/services/embedding/test_service.py;tests/integration/services/test_service_implementations.py;tests/unit/services/llm/test_service.py;tests/unit/services/test_database_service.py,rag_factory/strategies/reranking/reranker_service.py;rag_factory/strategies/agentic/tool_implementations.py;rag_factory/strategies/query_expansion/expander_service.py;rag_factory/services/embedding/service.py;rag_factory/services/llm/service.py,docs/stories/Completed/epic-03/story-3.1-embedding-service.md;docs/stories/Completed/epic-10/story-10.1-migrate-embedding-services-to-onnx.md;docs/stories/Completed/epic-03/story-3.2-llm-service-adapter.md;docs/stories/Completed/epic-11/story-11.1-define-service-interfaces.md;docs/stories/epic-15/story-15.2-service-interface-tests.md;docs/stories/Completed/epic-11/story-11.3-implement-service-implementations.md;docs/stories/Completed/epic-09/story-9.2-example-implementations.md;docs/epics/epic-03-core-services.md,Implement Service Implementations
Dependency Injection & Service Interface Decoupling,11.4,code implemented,tests/unit/strategies/self_reflective/test_strategy.py;tests/unit/strategies/query_expansion/test_base.py;tests/integration/database/test_database_integration.py;tests/integration/strategies/test_base_integration.py;tests/unit/strategies/test_base_strategy_di.py;tests/unit/strategies/test_base.py;tests/unit/strategies/reranking/test_base.py;tests/unit/strategies/agentic/test_strategy.py;tests/unit/services/test_database_service.py,rag_factory/strategies/contextual/strategy.py;rag_factory/strategies/hierarchical/strategy.py;rag_factory/repositories/base.py;rag_factory/strategies/self_reflective/strategy.py;rag_factory/strategies/chunking/base.py;rag_factory/strategies/reranking/base.py;rag_factory/services/embedding/base.py;rag_factory/strategies/query_expansion/base.py;rag_factory/strategies/knowledge_graph/strategy.py;rag_factory/strategies/late_chunking/strategy.py;rag_factory/strategies/agentic/strategy.py;rag_factory/strategies/base.py;rag_factory/evaluation/metrics/base.py;rag_factory/strategies/multi_query/strategy.py;rag_factory/services/llm/base.py,docs/stories/Completed/epic-01/story-1.1-rag-strategy-interface.md;docs/stories/Completed/epic-04/story-4.2-reranking-strategy.md;docs/stories/Completed/epic-12/story-12.3-create-iretrievalstrategy-interface.md;docs/stories/Completed/epic-01/story-1.3-strategy-composition-engine.md;docs/stories/Completed/epic-02/story-2.2-database-repository-pattern.md;docs/guides/strategy-selection.md;docs/stories/Completed/epic-12/story-12.2-create-iindexingstrategy-interface.md;docs/epics/epic-02-database-storage.md;docs/epics/epic-17-strategy-pair-configuration.md;docs/stories/Completed/epic-08.5/story-8.5.1-cli-strategy-testing.md;docs/stories/Completed/epic-07/story-7.1-knowledge-graph-strategy.md;docs/stories/epic-15/story-15.4-database-feature-tests.md;docs/stories/Completed/epic-02/story-2.1-vector-database-setup.md;docs/stories/Completed/epic-05/story-5.1-agentic-rag-strategy.md;docs/stories/Completed/epic-11/story-11.2-create-strategy-dependencies-container.md;docs/stories/Completed/epic-05/story-5.3-self-reflective-rag-strategy.md;docs/stories/Completed/epic-11/story-11.4-update-strategy-base-classes-for-di.md;docs/stories/epic-16/story-16.6-update-database-documentation.md;docs/stories/Completed/epic-07/story-7.2-late-chunking-strategy.md;docs/epics/epic-16-database-consolidation.md;docs/stories/Completed/epic-06/story-6.2-contextual-retrieval-strategy.md;docs/stories/epic-16/story-16.3-create-database-fixtures.md;docs/stories/Completed/epic-07/story-7.3-fine-tuned-embeddings-strategy.md;docs/stories/Completed/epic-05/story-5.2-hierarchical-rag-strategy.md;docs/stories/Completed/epic-06/story-6.1-multi-query-rag-strategy.md,Update Strategy Base Classes for DI
Dependency Injection & Service Interface Decoupling,11.5,pending,,,,Update RAGFactory for DI
Dependency Injection & Service Interface Decoupling,11.6,code implemented,tests/unit/cli/test_consistency_formatter.py;tests/unit/cli/test_check_consistency_command.py;tests/unit/services/test_consistency.py;tests/integration/test_factory_consistency.py,rag_factory/services/consistency.py;rag_factory/cli/commands/check_consistency.py;rag_factory/cli/formatters/consistency.py,docs/stories/Completed/epic-11/story-11.6-implement-consistency-checker.md;docs/stories/Completed/epic-12/story-12.6-implement-factory-validation-with-consistency-checking.md;docs/stories/Completed/epic-14/story-14.2-consistency-checking-command.md,Implement Consistency Checker
Indexing/Retrieval Pipeline Separation,12.1,pending,,,docs/stories/Completed/epic-12/story-12.1-define-capability-enums-and-models.md;docs/stories/Completed/epic-11/story-11.1-define-service-interfaces.md,Define Capability Enums and Models
Indexing/Retrieval Pipeline Separation,12.2,code implemented,tests/unit/core/test_retrieval_interface.py;tests/unit/core/test_indexing_interface.py;tests/unit/services/test_reranking_interface.py;tests/unit/services/test_graph_interface.py;tests/unit/services/test_interfaces.py,rag_factory/core/retrieval_interface.py;rag_factory/core/indexing_interface.py;rag_factory/services/interfaces.py,docs/stories/Completed/epic-01/story-1.1-rag-strategy-interface.md;docs/stories/Completed/epic-11/story-11.1-define-service-interfaces.md;docs/stories/epic-15/story-15.2-service-interface-tests.md;docs/stories/Completed/epic-12/story-12.3-create-iretrievalstrategy-interface.md;docs/stories/Completed/epic-12/story-12.2-create-iindexingstrategy-interface.md,Create IIndexingStrategy Interface
Indexing/Retrieval Pipeline Separation,12.3,code implemented,tests/unit/core/test_retrieval_interface.py;tests/unit/core/test_indexing_interface.py;tests/unit/services/test_reranking_interface.py;tests/unit/services/test_graph_interface.py;tests/unit/services/test_interfaces.py,rag_factory/core/retrieval_interface.py;rag_factory/core/indexing_interface.py;rag_factory/services/interfaces.py,docs/stories/Completed/epic-01/story-1.1-rag-strategy-interface.md;docs/stories/Completed/epic-11/story-11.1-define-service-interfaces.md;docs/stories/epic-15/story-15.2-service-interface-tests.md;docs/stories/Completed/epic-12/story-12.3-create-iretrievalstrategy-interface.md;docs/stories/Completed/epic-12/story-12.2-create-iindexingstrategy-interface.md,Create IRetrievalStrategy Interface
Indexing/Retrieval Pipeline Separation,12.4,pending,,,docs/stories/Completed/epic-12/story-12.4-implement-indexingpipeline.md,Implement IndexingPipeline
Indexing/Retrieval Pipeline Separation,12.5,pending,,,docs/stories/Completed/epic-12/story-12.5-implement-retrievalpipeline.md,Implement RetrievalPipeline
Indexing/Retrieval Pipeline Separation,12.6,code implemented,tests/unit/cli/test_validation.py;tests/unit/test_factory_di.py;tests/unit/cli/test_validation_formatter.py;tests/unit/cli/test_check_consistency_command.py;tests/unit/services/test_consistency.py;tests/integration/test_factory_consistency.py;tests/unit/test_factory.py;tests/unit/cli/test_consistency_formatter.py;tests/integration/cli/test_config_validation_integration.py;tests/integration/test_factory_integration.py;tests/unit/core/test_factory_validation.py;tests/unit/cli/test_config_validation_command.py,rag_factory/services/consistency.py;rag_factory/factory.py;rag_factory/cli/formatters/consistency.py;rag_factory/cli/utils/validation.py;rag_factory/cli/formatters/validation.py;rag_factory/cli/commands/check_consistency.py,docs/rag-factory-project-plan.md;docs/stories/Completed/epic-14/story-14.1-pipeline-validation-command.md;docs/stories/Completed/epic-14/story-14.2-consistency-checking-command.md;docs/epics/rag-factory-project-plan.md;docs/stories/Completed/epic-12/story-12.6-implement-factory-validation-with-consistency-checking.md;docs/stories/Completed/epic-11/story-11.6-implement-consistency-checker.md;docs/stories/Completed/epic-01/story-1.2-rag-factory.md;docs/stories/Completed/epic-11/story-11.5-update-rag-factory-for-di.md,Implement Factory Validation with Consistency Chec
Core Indexing Strategies Implementation,13.1,code implemented,tests/benchmarks/test_contextual_performance.py;tests/unit/strategies/indexing/test_context_aware.py;tests/integration/strategies/test_chunking_integration.py;tests/unit/strategies/contextual/test_context_generator.py;tests/benchmarks/test_late_chunking_performance.py;tests/integration/strategies/test_late_chunking_integration.py;tests/integration/strategies/test_contextual_integration.py,rag_factory/strategies/indexing/context_aware.py;rag_factory/strategies/contextual/context_generator.py,docs/stories/Completed/epic-04/story-4.1-context-aware-chunking.md;docs/epics/epic-06-multi-query-contextual.md;docs/stories/Completed/epic-06/story-6.2-contextual-retrieval-strategy.md;docs/stories/Completed/epic-07/story-7.2-late-chunking-strategy.md;docs/stories/Completed/epic-10/story-10.3-migrate-late-chunking-to-onnx.md;docs/strategies/contextual.md;docs/stories/Completed/epic-13/story-13.1-context-aware-chunking.md,Implement Context-Aware Chunking (Indexing)
Core Indexing Strategies Implementation,13.2,code implemented,tests/integration/models/test_fine_tuned_embeddings_integration.py;tests/unit/database/test_pgvector.py;tests/integration/strategies/test_in_memory_indexing.py;tests/unit/database/test_vector_indexing.py;tests/integration/services/test_onnx_embeddings_integration.py;tests/unit/core/test_indexing_interface.py;tests/performance/benchmark_onnx_embeddings.py;tests/integration/services/test_embedding_integration.py;tests/integration/strategies/test_keyword_indexing.py;tests/unit/strategies/late_chunking/test_embedding_chunker.py;tests/integration/strategies/test_hierarchical_indexing.py;tests/integration/strategies/test_vector_embedding_indexing.py,rag_factory/core/indexing_interface.py;rag_factory/strategies/late_chunking/embedding_chunker.py;rag_factory/services/onnx/embedding.py;rag_factory/strategies/indexing/keyword_indexing.py;rag_factory/strategies/indexing/vector_embedding.py;rag_factory/database/vector_indexing.py,docs/stories/Completed/epic-03/story-3.1-embedding-service.md;docs/stories/Completed/epic-10/story-10.1-migrate-embedding-services-to-onnx.md;docs/stories/Completed/epic-13/story-13.5-in-memory-indexing.md;docs/stories/Completed/epic-12/story-12.2-create-iindexingstrategy-interface.md;docs/stories/Completed/epic-02/story-2.1-vector-database-setup.md;docs/epics/epic-13-indexing-strategies.md;docs/stories/Completed/epic-12/story-12.4-implement-indexingpipeline.md;docs/stories/Completed/epic-07/story-7.3-fine-tuned-embeddings-strategy.md;docs/stories/Completed/epic-10/story-10.5-migrate-fine-tuned-embeddings-to-onnx.md;docs/stories/Completed/epic-13/story-13.2-vector-embedding-indexing.md;docs/stories/Completed/epic-13/story-13.3-keyword-extraction-indexing.md;docs/stories/Completed/epic-13/story-13.4-hierarchical-indexing.md,Implement Vector Embedding Indexing
Core Indexing Strategies Implementation,13.3,code implemented,tests/integration/strategies/test_in_memory_indexing.py;tests/unit/database/test_vector_indexing.py;tests/unit/core/test_indexing_interface.py;tests/integration/strategies/test_keyword_indexing.py;tests/integration/strategies/test_hierarchical_indexing.py;tests/integration/strategies/test_vector_embedding_indexing.py,rag_factory/strategies/indexing/keyword_indexing.py;rag_factory/core/indexing_interface.py;rag_factory/database/vector_indexing.py,docs/stories/Completed/epic-13/story-13.5-in-memory-indexing.md;docs/stories/Completed/epic-12/story-12.2-create-iindexingstrategy-interface.md;docs/epics/epic-13-indexing-strategies.md;docs/stories/Completed/epic-12/story-12.4-implement-indexingpipeline.md;docs/stories/Completed/epic-13/story-13.2-vector-embedding-indexing.md;docs/stories/Completed/epic-13/story-13.3-keyword-extraction-indexing.md;docs/stories/Completed/epic-13/story-13.4-hierarchical-indexing.md,Implement Keyword Extraction Indexing
Core Indexing Strategies Implementation,13.4,code implemented,tests/integration/strategies/test_in_memory_indexing.py;tests/unit/database/test_vector_indexing.py;tests/unit/core/test_indexing_interface.py;tests/integration/strategies/test_hierarchical_integration.py;tests/integration/strategies/test_keyword_indexing.py;tests/integration/strategies/test_hierarchical_indexing.py;tests/integration/strategies/test_vector_embedding_indexing.py,rag_factory/strategies/indexing/keyword_indexing.py;rag_factory/strategies/indexing/hierarchical.py;rag_factory/core/indexing_interface.py;rag_factory/database/vector_indexing.py,docs/stories/Completed/epic-13/story-13.5-in-memory-indexing.md;docs/stories/Completed/epic-12/story-12.2-create-iindexingstrategy-interface.md;docs/epics/epic-13-indexing-strategies.md;docs/stories/Completed/epic-12/story-12.4-implement-indexingpipeline.md;docs/stories/Completed/epic-05/story-5.2-hierarchical-rag-strategy.md;docs/stories/Completed/epic-13/story-13.2-vector-embedding-indexing.md;docs/stories/Completed/epic-13/story-13.3-keyword-extraction-indexing.md;docs/stories/Completed/epic-13/story-13.4-hierarchical-indexing.md,Implement Hierarchical Indexing
Core Indexing Strategies Implementation,13.5,code implemented,tests/integration/strategies/test_in_memory_indexing.py;tests/unit/models/evaluation/test_ab_testing.py;tests/unit/database/test_vector_indexing.py;tests/unit/evaluation/test_statistical_testing.py;tests/unit/strategies/fine_tuned/test_ab_testing.py;tests/unit/core/test_indexing_interface.py;tests/integration/strategies/test_keyword_indexing.py;tests/unit/strategies/knowledge_graph/test_memory_graph_store.py;tests/integration/strategies/test_hierarchical_indexing.py;tests/integration/strategies/test_vector_embedding_indexing.py,rag_factory/core/indexing_interface.py;rag_factory/strategies/knowledge_graph/memory_graph_store.py;rag_factory/strategies/indexing/keyword_indexing.py;rag_factory/models/evaluation/ab_testing.py;rag_factory/strategies/fine_tuned/ab_testing.py;rag_factory/strategies/indexing/in_memory.py;rag_factory/database/vector_indexing.py,docs/stories/Completed/epic-08.5/story-8.5.1-cli-strategy-testing.md;docs/stories/Completed/epic-13/story-13.5-in-memory-indexing.md;docs/stories/Completed/epic-12/story-12.2-create-iindexingstrategy-interface.md;docs/epics/epic-13-indexing-strategies.md;docs/stories/Completed/epic-12/story-12.4-implement-indexingpipeline.md;docs/stories/Completed/epic-13/story-13.2-vector-embedding-indexing.md;docs/stories/Completed/epic-13/story-13.3-keyword-extraction-indexing.md;docs/stories/Completed/epic-13/story-13.4-hierarchical-indexing.md,Implement In-Memory Indexing (Testing)
CLI Enhancements for Pipeline Validation,14.1,code implemented,tests/unit/core/test_pipeline.py;tests/unit/cli/test_list_strategies_command.py;tests/unit/cli/test_validation.py;tests/unit/cli/test_query_command.py;tests/unit/cli/test_validation_formatter.py;tests/unit/cli/test_check_consistency_command.py;tests/unit/cli/test_validate_pipeline_command.py;tests/unit/cli/test_benchmark_command.py;tests/integration/cli/test_config_validation_integration.py;tests/unit/cli/test_index_command.py;tests/integration/test_pipeline_integration.py;tests/unit/core/test_factory_validation.py;tests/unit/cli/test_repl_command.py;tests/unit/test_pipeline.py;tests/unit/cli/test_config_validation_command.py,rag_factory/cli/commands/validate_pipeline.py;rag_factory/pipeline.py;rag_factory/cli/utils/validation.py;rag_factory/cli/formatters/validation.py;rag_factory/core/pipeline.py,docs/stories/Completed/epic-14/story-14.1-pipeline-validation-command.md;docs/stories/epic-15/story-15.3-cli-command-tests.md;docs/stories/Completed/epic-14/story-14.2-consistency-checking-command.md;docs/stories/Completed/epic-12/story-12.4-implement-indexingpipeline.md;docs/stories/Completed/epic-12/story-12.6-implement-factory-validation-with-consistency-checking.md;docs/epics/epic-12-pipeline-separation.md;docs/stories/Completed/epic-12/story-12.5-implement-retrievalpipeline.md,Add Pipeline Validation Command
CLI Enhancements for Pipeline Validation,14.2,code implemented,tests/unit/cli/test_list_strategies_command.py;tests/unit/cli/test_query_command.py;tests/unit/cli/test_check_consistency_command.py;tests/integration/test_factory_consistency.py;tests/unit/cli/test_benchmark_command.py;tests/unit/cli/test_validate_pipeline_command.py;tests/unit/cli/test_consistency_formatter.py;tests/unit/cli/test_index_command.py;tests/unit/cli/test_config_validation_command.py;tests/unit/services/test_consistency.py;tests/unit/cli/test_repl_command.py,rag_factory/services/consistency.py;rag_factory/cli/commands/check_consistency.py;rag_factory/cli/formatters/consistency.py,docs/stories/Completed/epic-14/story-14.1-pipeline-validation-command.md;docs/stories/Completed/epic-14/story-14.2-consistency-checking-command.md;docs/stories/epic-15/story-15.3-cli-command-tests.md;docs/stories/Completed/epic-12/story-12.6-implement-factory-validation-with-consistency-checking.md;docs/stories/Completed/epic-11/story-11.6-implement-consistency-checker.md,Add Consistency Checking Command
Database Migration System Consolidation,16.1,code implemented,tests/integration/database/test_migration_integration.py;tests/unit/documentation/test_documentation_completeness.py;tests/unit/strategies/late_chunking/test_document_embedder.py;tests/unit/repositories/test_document_repository.py;tests/unit/database/test_migrations.py;tests/integration/documentation/test_documentation_integration.py,rag_factory/strategies/late_chunking/document_embedder.py;rag_factory/repositories/document.py,docs/stories/Completed/epic-09/story-9.1-developer-documentation.md;docs/stories/epic-16/story-16.6-update-database-documentation.md;docs/stories/epic-16/story-16.1-audit-migration-systems.md;docs/stories/epic-16/story-16.5-remove-migration-manager.md;docs/epics/epic-09-documentation.md,Audit and Document Migration Systems
Database Migration System Consolidation,16.2,pending,,,docs/stories/epic-16/story-16.2-standardize-environment-variables.md,Standardize Environment Variables
Database Migration System Consolidation,16.3,code implemented,tests/integration/database/test_database_integration.py;tests/unit/database/test_connection.py;tests/integration/services/test_lm_studio_connection.py;tests/unit/services/test_database_service.py,rag_factory/database/connection.py,docs/stories/epic-16/story-16.6-update-database-documentation.md;docs/stories/epic-15/story-15.4-database-feature-tests.md;docs/stories/Completed/epic-02/story-2.1-vector-database-setup.md;docs/epics/epic-02-database-storage.md;docs/epics/epic-16-database-consolidation.md;docs/stories/epic-16/story-16.3-create-database-fixtures.md;docs/stories/Completed/epic-02/story-2.2-database-repository-pattern.md,Create Database Connection Fixtures
Database Migration System Consolidation,16.4,test created,tests/utils/alembic_helpers.py,,docs/stories/epic-16/story-16.4-migrate-tests-to-alembic.md;docs/stories/epic-15/story-15.1-remove-deprecated-tests.md;docs/stories/Completed/epic-10/story-10.1-migrate-embedding-services-to-onnx.md;docs/stories/epic-15/story-15.6-evaluation-framework-tests.md;docs/stories/Completed/epic-10/story-10.4-migrate-reranking-to-lightweight-alternatives.md;docs/stories/epic-15/story-15.2-service-interface-tests.md;docs/stories/epic-15/story-15.3-cli-command-tests.md;docs/stories/epic-15/story-15.4-database-feature-tests.md;docs/stories/Completed/epic-10/story-10.5-migrate-fine-tuned-embeddings-to-onnx.md;docs/stories/Completed/epic-10/story-10.3-migrate-late-chunking-to-onnx.md;docs/stories/epic-15/story-15.5-development-server-tests.md,Migrate Tests to Alembic
Database Migration System Consolidation,16.5,code implemented,tests/unit/strategies/fine_tuned/test_custom_loader.py,rag_factory/strategies/fine_tuned/custom_loader.py,docs/stories/epic-15/story-15.1-remove-deprecated-tests.md;docs/stories/epic-16/story-16.5-remove-migration-manager.md,Remove Custom MigrationManager
Database Migration System Consolidation,16.6,test created,tests/integration/database/test_database_integration.py;tests/integration/documentation/test_documentation_integration.py;tests/unit/services/test_database_service.py;tests/unit/documentation/test_documentation_completeness.py,,docs/stories/Completed/epic-09/story-9.1-developer-documentation.md;docs/stories/epic-16/story-16.6-update-database-documentation.md;docs/stories/epic-15/story-15.4-database-feature-tests.md;docs/stories/Completed/epic-02/story-2.1-vector-database-setup.md;docs/epics/epic-02-database-storage.md;docs/epics/epic-16-database-consolidation.md;docs/stories/epic-16/story-16.3-create-database-fixtures.md;docs/stories/Completed/epic-02/story-2.2-database-repository-pattern.md;docs/epics/epic-09-documentation.md,Update Database Documentation
Strategy Pair Configuration System,17.1,code implemented,tests/unit/strategies/self_reflective/test_strategy.py;tests/unit/strategies/agentic/test_strategy.py;tests/unit/strategies/test_base_strategy_di.py,rag_factory/strategies/contextual/strategy.py;rag_factory/strategies/hierarchical/strategy.py;rag_factory/strategies/self_reflective/strategy.py;rag_factory/strategies/knowledge_graph/strategy.py;rag_factory/strategies/late_chunking/strategy.py;rag_factory/strategies/agentic/strategy.py;rag_factory/strategies/multi_query/strategy.py,docs/stories/Completed/epic-01/story-1.1-rag-strategy-interface.md;docs/stories/Completed/epic-04/story-4.2-reranking-strategy.md;docs/stories/Completed/epic-12/story-12.3-create-iretrievalstrategy-interface.md;docs/stories/Completed/epic-01/story-1.3-strategy-composition-engine.md;docs/guides/strategy-selection.md;docs/stories/Completed/epic-12/story-12.2-create-iindexingstrategy-interface.md;docs/stories/Completed/epic-01/story-1.4-configuration-management.md;docs/epics/epic-17-strategy-pair-configuration.md;docs/stories/Completed/epic-08.5/story-8.5.1-cli-strategy-testing.md;docs/stories/Completed/epic-07/story-7.1-knowledge-graph-strategy.md;docs/stories/Completed/epic-05/story-5.1-agentic-rag-strategy.md;docs/stories/Completed/epic-11/story-11.2-create-strategy-dependencies-container.md;docs/stories/Completed/epic-05/story-5.3-self-reflective-rag-strategy.md;docs/getting-started/configuration.md;docs/stories/Completed/epic-11/story-11.4-update-strategy-base-classes-for-di.md;docs/stories/Completed/epic-07/story-7.2-late-chunking-strategy.md;docs/stories/Completed/epic-06/story-6.2-contextual-retrieval-strategy.md;docs/stories/Completed/epic-07/story-7.3-fine-tuned-embeddings-strategy.md;docs/stories/Completed/epic-05/story-5.2-hierarchical-rag-strategy.md;docs/stories/Completed/epic-06/story-6.1-multi-query-rag-strategy.md,Design Strategy Pair Configuration Schema
Strategy Pair Configuration System,17.2,code implemented,tests/unit/evaluation/test_dataset_loader.py;tests/unit/database/test_models.py;tests/benchmarks/test_model_comparison_performance.py;tests/unit/strategies/fine_tuned/test_custom_loader.py;tests/unit/strategies/fine_tuned/test_model_registry.py,rag_factory/strategies/knowledge_graph/models.py;rag_factory/services/utils/model_converter.py;rag_factory/strategies/late_chunking/models.py;rag_factory/strategies/fine_tuned/custom_loader.py;rag_factory/database/models.py;rag_factory/strategies/fine_tuned/model_registry.py;rag_factory/strategies/hierarchical/models.py;rag_factory/models/embedding/loader.py;rag_factory/models/evaluation/models.py;rag_factory/evaluation/datasets/loader.py;rag_factory/models/embedding/models.py;rag_factory/strategies/self_reflective/models.py,docs/stories/Completed/epic-12/story-12.1-define-capability-enums-and-models.md,Implement StrategyPair Model and Loader
Strategy Pair Configuration System,17.3,code implemented,tests/integration/database/test_migration_integration.py;tests/unit/config/test_env_validator.py;tests/unit/database/test_migrations.py,rag_factory/database/env_validator.py,docs/stories/epic-16/story-16.1-audit-migration-systems.md;docs/stories/epic-16/story-16.5-remove-migration-manager.md,Implement Migration Validator
Strategy Pair Configuration System,17.4,code implemented,tests/unit/config/test_env_validator.py,rag_factory/database/env_validator.py;rag_factory/evaluation/datasets/schema.py,,Implement Schema Validator
Strategy Pair Configuration System,17.5,pending,,,,Implement StrategyPairManager
Strategy Pair Configuration System,17.6,code implemented,tests/unit/strategies/self_reflective/test_strategy.py;tests/unit/strategies/agentic/test_strategy.py;tests/unit/strategies/test_base_strategy_di.py,rag_factory/strategies/contextual/strategy.py;rag_factory/strategies/hierarchical/strategy.py;rag_factory/strategies/self_reflective/strategy.py;rag_factory/strategies/knowledge_graph/strategy.py;rag_factory/strategies/late_chunking/strategy.py;rag_factory/strategies/agentic/strategy.py;rag_factory/strategies/multi_query/strategy.py,docs/stories/Completed/epic-01/story-1.1-rag-strategy-interface.md;docs/stories/Completed/epic-11/story-11.4-update-strategy-base-classes-for-di.md;docs/stories/Completed/epic-08.5/story-8.5.1-cli-strategy-testing.md;docs/stories/Completed/epic-07/story-7.1-knowledge-graph-strategy.md;docs/stories/Completed/epic-12/story-12.3-create-iretrievalstrategy-interface.md;docs/stories/Completed/epic-07/story-7.2-late-chunking-strategy.md;docs/stories/Completed/epic-01/story-1.3-strategy-composition-engine.md;docs/stories/Completed/epic-04/story-4.2-reranking-strategy.md;docs/stories/Completed/epic-05/story-5.1-agentic-rag-strategy.md;docs/stories/Completed/epic-11/story-11.2-create-strategy-dependencies-container.md;docs/stories/Completed/epic-06/story-6.2-contextual-retrieval-strategy.md;docs/stories/Completed/epic-06/story-6.1-multi-query-rag-strategy.md;docs/stories/Completed/epic-05/story-5.3-self-reflective-rag-strategy.md;docs/stories/Completed/epic-05/story-5.2-hierarchical-rag-strategy.md;docs/guides/strategy-selection.md;docs/epics/epic-17-strategy-pair-configuration.md;docs/stories/Completed/epic-07/story-7.3-fine-tuned-embeddings-strategy.md;docs/stories/Completed/epic-12/story-12.2-create-iindexingstrategy-interface.md,Create Pre-Built Strategy Pair Configurations
